content_id,title,Recommendation 1,Recommendation 2,Recommendation 3,Recommendation 4,Recommendation 5
1.88153E+18,9 Non-Threatening Leadership Strategies for Women,Analyst: Google's cloud business could cause the stock to soar to over $900,Google employees are adding 'Lady' to their job titles to fight sexism,"An independent organization just ranked Google as the best cloud, beating Amazon",A minha viagem à Maternidade #tetodomundo,"contentId
-1706114177222872702    The Spotify Tribe
-1706114177222872702    The Spotify Tribe
Name: title, dtype: object"
1.90811E+18,Command-line utilities,Alphabet testará drones de entrega nos Estados Unidos,I'm trying my hardest to slow the fuck down - HI MY NAME IS JON,"JPMorgan Software Does in Seconds What Took Lawyers 360,000 Hours",9 Rules of Open-Office Etiquette,What DeepMind brings to Alphabet
1.9209E+18,AI Revolution 101 - AI Revolution,Introducing the Data Science Maturity Model,Request for Information: Preparing for the Future of Artificial Intelligence,Cognitive Services-Intelligence Applications | Microsoft Azure,Stop Coding Machine Learning Algorithms From Scratch - Machine Learning Mastery,Microsoft's Open Source Love Affair Reaches New Heights
1.92967E+18,Diane Greene wants to put the enterprise front and center of Google Cloud strategy,Two Different Sales Motions . . . .,An operating model for company-wide agile development,Staying one step ahead at Pixar: An interview with Ed Catmull,Indian outsourcing specialists must reboot their strategies,GE Digital snags ServiceMax for $915 million
1.93323E+18,Perfect Menu for Mobile Apps - UX Planet,This 8-Page Website Generated Six-Figures in its First 8 Months - gaps,Writing good code: how to reduce the cognitive load of your code,"Agility in the Cloud: Which ""As a Service"" Works for You?",LukeW | Obvious Always Wins,Today in Apple history: Steve Jobs passes away | Cult of Mac
1.95407E+18,"Swarm A.I. Correctly Predicts the Kentucky Derby, Accurately Picking all Four Horses of the Superfecta at 540 to 1 Odds",Google Calendar for Android can now find meeting times that work for everyone,The AI business landscape,Restb.ai: Why custom computer vision as a service makes sense | ZDNet,"DARPA Goes ""Meta"" with Machine Learning for Machine Learning","Apple acquires Turi, a machine learning company"
1.95499E+18,"Goal Setting: Don't Lose Motivation! "" Mind Tools Blog",Vídeos motivacionais: os 21 vídeos mais incríveis.,Scrum Community - Scrum Alliance,New Africa Trend Briefing from TrendWatching | THE FUTURE OF AFRICONNECTION,The Difference Between Sympathy And Empathy - Expanded Consciousness,New free Trend Briefing from TrendWatching | INNOVATION CELEBRATION 2016
1.9595E+18,"Revista MundoLogística - Sistema desenvolvido por estudante do CTC/PUC-RIO gera economia de US$ 10 milhões, no transporte marítimo",Programação Reativa Funcional com RxJava,Python - It's metaclasses all the way down,Optimize Arduino Memory Usage,Conselho da SABMiller aceita proposta de compra da AB InBev,Aussie Uses Arduino Chips To Roboticize a Ford Focus
1.96463E+18,IAM best practice guides available now,"Every shot Kobe Bryant ever took. All 30,699 of them",Spotify's Event Delivery - The Road to the Cloud (Part III),Stop Coding Machine Learning Algorithms From Scratch - Machine Learning Mastery,Cognitive Services-Intelligence Applications | Microsoft Azure,CoreOS's rkt Container Engine Hits 1.0
1.96859E+18,Bolinho de Arroz sem Glúten - facílimo de fazer!,Irresistível: cebola recheada com carne moída e enrolada no bacon,Introducing the Startup Battlefield companies of Disrupt NY 2016,"contentId
2824996248683640175    Preventing Software Bugs from Ever Occurring -...
2824996248683640175    Preventing Software Bugs from Ever Occurring -...
Name: title, dtype: object",​Google's AI software is moving into your iPhone,"contentId
7216750853471801538    What Science Tells Us About Leadership Potential
7216750853471801538    What Science Tells Us About Leadership Potential
Name: title, dtype: object"
1.97165E+18,TI Bimodal? Receita para o desastre...,"Pelo sétimo mês consecutivo, fluxo de visitantes a shopping centers recua | VEJA.com","contentId
-1383778823073811714    Swatch lança relógio para pagamentos em parcer...
-1383778823073811714    Swatch lança relógio para pagamentos em parcer...
Name: title, dtype: object",KPIs: por que eles são essenciais para medir o seu sucesso?,How to scale yourself: the '99/50/1' framework - The Mission,Por que o Uber vem sofrendo tanto prejuízo entre empresas de tecnologia
1.98105E+18,State of the Digital Nation 2016,Visa inaugura Co-Creation Center em São Paulo,How Do Top Android Developers QA Test Their Apps?,How Technology Hijacks People's Minds - from a Magician and Google's Design Ethicist - The Startup,Building interfaces with ConstraintLayout - Google Developers,Perfect Menu for Mobile Apps - UX Planet
1.99005E+18,Introducing Ask a Female Engineer,The Genderbread Person v3 | It's Pronounced Metrosexual,YouTube chama seus criadores de conteúdo para a campanha mundial #OrgulhoDeSer,Living the Millennial Dream - ABODO,Simples assim,Defining The Sharing Economy: What Is Collaborative Consumption--And What Isn't?
1.99293E+18,Google vai reduzir em 50% consumo de memória do Chrome | Google Discovery,Conheça o Relatório de Informações do Público Alvo do GA :),Honda revela conceito de carro com 'emoções' e inteligência artificial,"""Consultorias promovem a desvalorização do nosso negócio"" - Meio & Mensagem",Olli: Artificial Intelligence for the real world of connected commuting,Advanced Android Espresso
1.99947E+18,"Google Duo, aplicativo de chamadas em vídeo | Google Discovery","Projeto Ara, o smartphone modular do Google, pode chegar ao mercado em 2017 | Google Discovery",Google Now on Tap estreia no Brasil | Google Discovery,New ways to keep data flowing between your apps and ours,Google moves to replace Flash with HTML5,"Google just open sourced something called 'Parsey McParseface,' and it could change AI forever"
2.00648E+18,Webinar Salesforce - Best Practices for Advanced Lightning Apps,This is the scientific reason we're addicted to our phones,Adobe CQ/Adobe AEM,Adobe quer potencializar área de marketing digital - Meio & Mensagem,Don't take my money: Why mobile payments haven't taken off - yet,Assessing Salesforce's platform and ecosystem | ZDNet
2.02547E+18,Serverless real-time architecture on AWS: there is a way !,"Zuul 2 : The Netflix Journey to Asynchronous, Non-Blocking Systems",The Netflix Tech Blog: Distributed Resource Scheduling with Apache Mesos,Serverless Architectures,No-Cost RHEL Developer Subscription now available,Taking Microservices Home - NGINX
2.03201E+18,Cientistas trabalham em técnica que permite imprimir alimentos,Especial Agrishow: Soluções de agricultura de precisão elevam produtividade e aumentam a qualidade do plantio,"Carne artificial acabará com o agronegócio brasileiro, afirma especialista",Is the Internet of Things in Your Home? Or on Your Body? [INFOGRAPHIC],Empresas intensificam operações de barter diante da dificuldade de crédito,Announcing the Acquia Engage Awards
2.03756E+18,[Free Course] Running Valuable Design Sprints - University of Virginia | Coursera,Correntistas podem renegociar dívidas com o banco pela internet,[Canais Digitais] Banco Agiplan lança app que elimina intermediários ou pagamento de taxas - E-Commerce News,Sony Smart Tennis Sensor for Tennis Rackets,"[Tools] Free Business Video Conference with Screen Sharing, Permanent Room",[Course] Gamification - University of Pennsylvania | Coursera
2.04866E+18,Creating value in auto finance with vLendRight | Kevin Moseri,Buscas on-line por carros têm expansão de 43% no 1º trimestre,Honda e Softbank desenvolverão sistema de IA para ajudar os motoristas,Honda: mulheres já respondem por 50% das vendas via consórcio,The Home Of The Internet Of Things: Everywhere,"Consórcio: Venda de novas cotas cai 13,5% no 1º trimestre"
2.05014E+18,"Dasa anuncia compra do laboratório Leme, da Bahia",Dasa compra rede de laboratórios SalomãoZoppi,Transformação digital na Saúde: 3 pilares que devem ser reinventados - Saúde Business,Onde a tecnologia e o cuidado se encontram? - Saúde Business,The omnichannel customer experience is poised to take off in regulated industries,[Framework] Lean IT Governance
2.05133E+18,Visa traz pagamentos móveis ao Brasil junto com Samsung - Startupi,What Is a Good Retention Rate for Online Software,New South & Central America Trend Briefing from TrendWatching | PROTECTIVE TECH,New Trend Briefing from TrendWatching | RECONCILIATION BRANDS,Visa traz pagamentos móveis ao Brasil junto com Samsung - Startupi,Family photo sharing platform Togethera shutters after low growth numbers
2.07245E+18,"Welcome to GoogleBank, Facebook Bank, Amazon Bank, and Apple Bank - Enrique Dans",JPMorgan is Quietly Developing a Private Ethereum Blockchain - CoinDesk,Banking Needs a Customer Experience Wake-Up Call,"No, Apple isn't the next BlackBerry - it's the next Microsoft",XP quer ter banco no Brasil e vai abrir escritório em Genebra este mês,Unilever Buys Dollar Shave Club for $1 Billion
2.07566E+18,What exercise does to your bones,In the Long Run,Anaqueen Skywalker: um mashup de Star Wars com Bohemian Rhapsody,Why Thieves Steal Soap,"Em parceria com Facebook, KLM passa a oferecer atendimento através do Messenger",Infrequently Noted
2.08054E+18,Pneus que andam de lado podem ser instalados em qualquer carro,The Progress of Web Apps - On the Edge,"Walgreens now lets you digitally clip coupons from its iOS app, redeem in-store through Apple Pay with loyalty card",The Art Of Layout Testing With Galen Framework - Smashing Magazine,WebAIM: WebAIM's WCAG 2.0 Checklist - for HTML documents,Gmail e Inbox by Gmail terão suporte a e-mails com design responsivo | Google Discovery
2.08151E+18,Chip Pro sequel to crowdsourced $9 computer sets its sights on gadget makers,"Building A Modern, Scalable Backend: Modernizing Monolithic Applications",johnpapa/angular-styleguide,Vendas da Netshoes crescem 267% em dispositivos móveis no 1º semestre - 24Brasil,The internet of stings,Aussie Uses Arduino Chips To Roboticize a Ford Focus
2.09366E+18,Introducing the Google API Console,Ray Kurzweil Predicts Three Technologies Will Define Our Future,Using TensorFlow and JupyterHub in Classrooms,French Senate Will Debate on Bitcoin Regulation,Why Netflix thinks its personalized recommendation engine is worth $1 billion per year,Restb.ai: Why custom computer vision as a service makes sense | ZDNet
2.09609E+18,A publicidade sem ROI acaba de morrer: adapte-se ou junte-se a ela - Meio & Mensagem,Digital Tool as Strategic Enabler for Banking Transformation,Automação de Marketing: o seu negócio está pronto?,Sponsored: Five reasons why retailers should opt for digital receipts,Digital development with online check-in and mobile room keys,Six iconic retailers and their digital transformation journeys
2.10327E+18,Não ao preconceito! ONU celebra Dia da Visibilidade de Mulheres Lésbicas e Bissexuais,Conheça 20 atletas LGBT que vão competir nas Olimpíadas do Rio,Why Is Learning Drupal Hard?,Workplace diversity in Brazil: there's still a long way to go,"Mesmo sem apoio, Parada LGBT de Campinas arrasta multidão pelas ruas",Este site quer conectar profissionais trans e travestis a empresas que não têm preconceito
2.10656E+18,"Applying the Linus Torvalds ""Good Taste"" Coding Requirement",Anti-If: The missing patterns,Four Node.js Gotchas that Operations Teams Should Know about - The New Stack,Mobify report reveals impact of mobile website speed,Ubuntu recebe suporte ao React Native e aplicativos de Android e iOS poderão chegar ao sistema,Exploited Script in WordPress Themes Send Spam
2.12181E+18,"thinkseg traz o seguro ""pague conforme você usa"" para taxistas",Martech and ad tech convergence: myth or reality?,77 Startups Powering The Future Of Farming And Agribusiness,A smart home is where the bot is,Cafeteria compra item de Pokémon Go para aumentar movimento - e funciona,Digital Leadership Is Not an Optional Part of Being a CEO
2.12225E+18,Today in Apple history: iBook ushers in a Wi-Fi revolution,Joel on Software,"R.I.P. David Bunnell, founder of MacWorld | Cult of Mac",Crianças esquecidas no carro: quando nem a tecnologia pode ajudar | Tecnoblog,"Jamf conference: IBM cutting costs w/ largest enterprise Mac deployment, 100,000 by end of year","contentId
-1312850681127865433                      Swift.org
-1312850681127865433    Swift API Design Guidelines
Name: title, dtype: object"
2.12403E+18,Designer Creates 13 Perfect Circles to Draw Almost Any Animal,"Margaret Gould Stewart: How giant websites design for you (and a billion others, too)",Digitization and The Loss of Iconography - Posted by SYPartners,Picture a Better You: How Google Calendar Uses Illustration to Help You Reach Your Goals - Google Design,TAM recebe primeira aeronave com o design e pintura da LATAM e avança na implantação da nova marca!,A identidade visual de Budapeste para as Olimpíadas de 2024
2.13426E+18,"Forget The Internet Of Things, There Is A Digital Revolution Taking Place In Our Shopping Malls",GRI Magazine 4ª Edição,Mercado de Cosméticos no Brasil - Setor que não conhece crise!,Portal Abrasce - Conhecendo o frequentador de shopping center,As compras e os hábitos dos brasileiros no shopping | EXAME.com,MOBILE TIME - Shoppings do Rio testarão solução de marketing com beacons
2.15624E+18,"TRF mantém resolução que proíbe ""cura gay"" - Jornal Opção",YouTube chama seus criadores de conteúdo para a campanha mundial #OrgulhoDeSer,"Para rebater Estatuto da Família, campanha muda significado de 'família' no Dicionário Houaiss",The Genderbread Person v3 | It's Pronounced Metrosexual,"National Coming Out Day - Wikipedia, the free encyclopedia",Netflix emociona com vídeo destacando personagens LGBT
2.17131E+18,Exploited Script in WordPress Themes Send Spam,New South & Central America Trend Briefing from TrendWatching | PROTECTIVE TECH,Como o Trello foi de 4 a 17 milhões de usuários,New Trend Briefing from TrendWatching | RECONCILIATION BRANDS,Family photo sharing platform Togethera shutters after low growth numbers,Visa traz pagamentos móveis ao Brasil junto com Samsung - Startupi
2.17175E+18,O céu é o limite na utilização de Golang -,"The Cook, the Thief, His Wife & Her Lover (1989)",Behind the Scam: What Does It Take to Be a 'Best-Selling Author'? $3 and 5 Minutes. - The Mission,Finding The Meaning Of Artificial Intelligence At Google I/O,How to Improve 8 Major Problem Areas for Japanese Learners of All Levels,What Bazaars Can Teach Us About Digital Marketplaces
2.17331E+18,"Google Wins Trial Against Oracle, Saves $9 Billion",Coca-cola traz ao Brasil sabores cereja e baunilha,DTCC and Digital Asset Holdings to Test Blockchain Solutions for the $2.6 Trillion Repo Market,"contentId
5322532051893153382    Mobile UX Design: The Right Ways to Ask Users ...
5322532051893153382    Mobile UX Design: The Right Ways to Ask Users ...
Name: title, dtype: object",4K movies come to the Google Play Movies & TV app,Second Gravitational Wave Detected at LIGO
2.20329E+18,"Por falta de seguro, Alex e Marquinhos não participam de treino da seleção",Blockchain CEO's Business Advice on Bitcoin Startups,Barclays finally launches Apple Pay | The Memo,"contentId
-1138633255366005559    Kaol Porfírio luta como uma garota! - Think Olga
-1138633255366005559    Kaol Porfírio luta como uma garota! - Think Olga
Name: title, dtype: object",Global Blockchain Forum Launched to Coordinate Regulatory Interoperability and Best Practices,"Band plays on, as global oil glut leaves supertankers in a huge jam"
2.21577E+18,Como a Netshoes se preparou para a Black Friday deste ano,"Fundador da Netshoes fala ao E-Commerce Brasil sobre inovação, gestão de pessoas e futuro",Rimini Street anuncia suporte para Oracle ATG Web Commerce | EXAME.com,Java 8 Best Practices Cheat Sheet,Microservices - When to React Vs. Orchestrate - Capital One DevExchange,TI Bimodal? Receita para o desastre...
2.22056E+18,5 Skills You Need to Become a Machine Learning Engineer | Udacity,DARPA Wants to Give Radio Waves AI to Stretch Bandwidth,Google cloud to OpenStack users: Come on in!,"contentId
8381798621267347902    Approaching (Almost) Any Machine Learning Problem
8381798621267347902    Approaching (Almost) Any Machine Learning Problem
Name: title, dtype: object","contentId
8219310215587599928    Fooling The Machine
8219310215587599928    Fooling The Machine
Name: title, dtype: object","contentId
7420742904084384944    Fooling The Machine
7420742904084384944    Fooling The Machine
Name: title, dtype: object"
2.22963E+18,Como o layout de aplicativos influencia o usuário e por que você deveria testá-lo - One Day Testing Blog,My Approach to Mobile Accessibility Testing - Ministry of Testing,Top 5 Android Testing Frameworks with Examples,Patente do Google prevê carro que gruda pedestres atingidos no capô,Departures (2008),Oldboy (2003)
2.23175E+18,Road to Polymer 2.0,Gmail e Inbox by Gmail terão suporte a e-mails com design responsivo | Google Discovery,Como os millennials estão mudando o mercado financeiro,Sphero's BB-8 toy will now watch The Force Awakens with you,The Progress of Web Apps - On the Edge,Aplicação de visão computacional com OpenCV
2.24489E+18,"Microservices Reference Architecture, Part 4 -12‑Factor App",The Netflix Tech Blog: Engineering Trade-Offs and The Netflix API Re-Architecture,Stackdriver Trace for App Engine is GA; app latency has nowhere to hide,Lossless Web Navigation with Trails,"[1701.02952] Unhappy Developers: Bad for Themselves, Bad for Process, and Bad for Software Product",Stop Trying to Monetize Your Data - Built to Adapt
2.25098E+18,Google Expands Android Pay APIs,Blockchain CEO's Business Advice on Bitcoin Startups,"contentId
6206342468637502921    Como contar histórias para marcas - Podcast A ...
6206342468637502921    Como contar histórias para marcas - Podcast A ...
Name: title, dtype: object",Barclays finally launches Apple Pay | The Memo,Global Blockchain Forum Launched to Coordinate Regulatory Interoperability and Best Practices,"Band plays on, as global oil glut leaves supertankers in a huge jam"
2.2556E+18,French Senate Will Debate on Bitcoin Regulation,How We Got on Product Hunt Without ANY Preparation & the Gobs of Money We Made,The Fountain (2006),"contentId
-1706114177222872702    The Spotify Tribe
-1706114177222872702    The Spotify Tribe
Name: title, dtype: object",Once Upon a Time in the West (1968),Hollar snags another $30 million for its fast-growing dollar store app
2.25588E+18,Six iconic retailers and their digital transformation journeys,Digital development with online check-in and mobile room keys,The future of traditional retail is digital,Sponsored: Five reasons why retailers should opt for digital receipts,Digital Tool as Strategic Enabler for Banking Transformation,Automação de Marketing: o seu negócio está pronto?
2.25999E+18,Meio&Mensagem,How to get the most from your agency relationships in 2017,Se eu fosse fundar uma nova agência... - Meio & Mensagem,"Zendesk's ""Automatic Answers"" taps machine learning, AI to generate bot-style email responses",Can Accenture Take Over Advertising?,Adobe quer potencializar área de marketing digital - Meio & Mensagem
2.26266E+18,"Tabs vs Spaces: How They Write Java at Google, Twitter, Mozilla and Pied Piper | Takipi Blog",Migrating to the New Java 8 Date Time API | Baeldung,Learn Microservices in Java - DZone - Refcardz,Best Practices for using Elastic IPs (EIP) and Availability Zones,Practical VPC Design - AWS Startup Collection,Reactive log stream processing with RxJava - Part I
2.26576E+18,Snark attack: Cornell students teach software to detect sarcasm!,"""""Good Luck with That!"": Teaching Machines to Detect Sarcasm"" by Xinyi Ou",Rails vs Django: an in-depth technical comparison,"Quer reclamar? Desenvolvedores vencem hackathon com app para ""choro livre"" - Startups",6 Histórias de Empreendedores - Day1 2016,"AI Pioneer Yoshua Bengio Is Launching Element.AI, a Deep-Learning Incubator"
2.26732E+18,Migrating from Parse to Bluemix,O que o GitHub tem a nos dizer sobre os estereótipos entre programadores | Tecnoblog,Renewing Medium's focus,"contentId
8416004328454490172    Real World Swift Performance
8416004328454490172    Real World Swift Performance
Name: title, dtype: object",Setting up an Android ContentProvider with a join,Swift Top 10 Articles For The Past Year (v.2017)
2.27159E+18,"Google I/O 2016 Preview: Machine Learning, Virtual Reality And Android N - ARC","The future of machine learning: 5 trends to watch around algorithms, cloud, IoT, and big data - GeekWire",Microsoft Accelerator startup DefinedCrowd connects machine learning with native speakers,Bash on Ubuntu on Windows - Download Now!,Announcing SyntaxNet: The World's Most Accurate Parser Goes Open Source,Machine Learning Is Redefining The Enterprise In 2016
2.27179E+18,Artificial Intelligence Can Now Design Realistic Video and Game Imagery,13 Game-changing Artificial Intelligence Startups,How Neuroscientists Explain the Mind-Clearing Magic of Running,"Google's I/O Is a Little Like Disneyland, and a Little Like a Garage Sale",Facebook Messenger bots are here and they want to kill apps,"Gchat Was the Future of Messaging, But Google Didn't Know What It Had"
2.27718E+18,How to build cross-platform mobile apps using nothing more than a JSON markup,"contentId
-1138633255366005559    Kaol Porfírio luta como uma garota! - Think Olga
-1138633255366005559    Kaol Porfírio luta como uma garota! - Think Olga
Name: title, dtype: object",Communication patterns in a Microservice world,Hype Driven Development,New Africa Trend Briefing from TrendWatching | BETTER TECH,Docker Online Meetup #46: Introduction to InfraKit - Docker Blog
2.28037E+18,The Best Linux Distros of 2016,"Google Pixel, o primeiro smartphone feito pelo Google | Google Discovery",Evaluating the Chinese Developer Community,"contentId
3399073250354435892    Introducing the Workspace Preview System | Acq...
3399073250354435892    Introducing the Workspace Preview System | Acq...
Name: title, dtype: object","Acquia Releases Lightning for Drupal 8, Enabling Fast Starts for Digital Experience Deployments [July 19, 2016]",Measuring the Benefits of Software Reuse
2.28239E+18,Kickstarter 3D printer will print circuit boards as part of your designs,Family photo sharing platform Togethera shutters after low growth numbers,Visa anuncia plataforma para pagamentos B2B internacionais com tecnologia blockchain - Startupi,The Top 10 Companies Millennials Want to Work For,Baidu abre laboratório de realidade aumentada - Startupi,Amex Canada Discovers 68% More Mobile-Driven Conversions With Cross-Device Measurement
2.28521E+18,Docker e .Net,Introduction to release engineering,Java vs .NET vs Python vs Ruby vs Node.JS: Who Reigns the Job Market? | Takipi Blog,Our password hashing has no clothes,Keynotes from the O'Reilly Velocity Conference in New York 2016,Machine Intelligence - Research at Google
2.28539E+18,How Apple Keyboards Lost a Logo and Windows PCs Gained One,What to Expect at WWDC 2016,BIG BRAND REDEMPTION | New free Trend Briefing from TrendWatching,Ordering coffee in Italy: the 10 commandments,Joel on Software,How Green Was My Valley (1941)
2.29332E+18,"contentId
2293315701090958124    Here's the first full trailer for the next Sta...
2293315701090958124    Here's the first full trailer for the next Sta...
Name: title, dtype: object","contentId
-1861959619649725543    Vidente reflete sobre os desafios contemporâneos
-1861959619649725543    Vidente reflete sobre os desafios contemporâneos
Name: title, dtype: object","Facebook Enhances Everyone's Like With Love, Haha, Wow, Sad, Angry Buttons","contentId
-6499865726739947794    Microsoft's mobile problem may not be a proble...
-6499865726739947794    Microsoft's mobile problem may not be a proble...
Name: title, dtype: object","contentId
-8099709040471107382    Vidente reflete sobre os desafios contemporâneos
-8099709040471107382    Vidente reflete sobre os desafios contemporâneos
Name: title, dtype: object",The Famous Photo of Chernobyl's Most Dangerous Radioactive Material Was a Selfie
2.29652E+18,App-only bank Atom just launched - here's what it looks like,Sony Smart Tennis Sensor for Tennis Rackets,[Canais Digitais] Banco Agiplan lança app que elimina intermediários ou pagamento de taxas - E-Commerce News,Correntistas podem renegociar dívidas com o banco pela internet,[Free Course] Running Valuable Design Sprints - University of Virginia | Coursera,[Course] Gamification - University of Pennsylvania | Coursera
2.30134E+18,Top 10 GCP sessions from Google I/O 2016,"Cloud Shell now GA, and still free",Dries Buytaert,Dries Buytaert,Google Cloud Datastore gets faster cross-platform API,3. The case for Drupal and SaaS
2.31383E+18,Spotify's Event Delivery - The Road to the Cloud (Part III),Ray Kurzweil Predicts Three Technologies Will Define Our Future,Why Netflix thinks its personalized recommendation engine is worth $1 billion per year,5 ways to create an environment that helps adults learn to love coding,"Miracles of Human Language: An Introduction to Linguistics - Universiteit Leiden, Meertens instituut (KNAW) | Coursera",Money 20/20 Panel: Artificial Intelligence and Machine Learning
2.31408E+18,Enterprise Open Source Programs Flourish -- In Tech and Elsewhere,What Bazaars Can Teach Us About Digital Marketplaces,"contentId
8219310215587599928    Fooling The Machine
8219310215587599928    Fooling The Machine
Name: title, dtype: object","contentId
8381798621267347902    Approaching (Almost) Any Machine Learning Problem
8381798621267347902    Approaching (Almost) Any Machine Learning Problem
Name: title, dtype: object",Google's Schmidt Says Computers Not a Threat to Humans or Jobs,"contentId
-456574518348806233    A Single App That'll Wrangle Your Millions of ...
-456574518348806233    A Single App That'll Wrangle Your Millions of ...
Name: title, dtype: object"
2.31797E+18,Code reuse in microservices architecture - with Spring Boot,Stop Trying to Monetize Your Data - Built to Adapt,Spring Boot 1.4 released,Introduction to Spring REST Docs | Baeldung,Taking Microservices Home - NGINX,How Kotlin became our primary language for Android - UPTech Team
2.32141E+18,Lean IT is all about people - o Lean na TI é focado em pessoas,Investimentos em coaching e mentoring aumentam nas empresas,Qual é o valor da área de T&D na sua empresa?,O valor de seu trabalho de coaching vai depender de suas habilidades de acompanhamento - Harvard Business Review Brasil,How to augment your career with leadership coaching,Como resolver conflitos no ambiente corporativo us
2.3234E+18,Final is a plaster on the gaping wound that is U.S. credit card security,End is nigh for Rosetta,This $2.8 billion startup gets all of its daily meetings done in 10 minutes,Jarvis: an Amazon Echo clone in your browser with PageNodes,"Slack debuts message buttons: bots with Trello, Kayak and 10 more to perform tasks in its app",WhatsApp just released desktop apps for Mac and Windows
2.33382E+18,Segment helps businesses integrate third-party sources into their data pipelines,"Slack and Uber's parting proves when apps unite, it isn't always a smooth ride",Evernote anuncia integração com Google Drive | Google Discovery,Lady Gaga's startup Backplane burns out and sells assets,Top 5 GCP NEXT breakout sessions on YouTube (so far),Quip now connects with Slack to help teams kick more butt across the globe
2.33503E+18,Lessons from a Google App Engine SRE on how to serve over 100 billion requests per day,Google launches distributed version of its TensorFlow machine learning system,Google shares data center security and design best practices,Roupas com Wifi e GPS? Desenvolvedor une tecnologia com o universo têxtil - Startupi,Decentralized Options Exchange Etheropt Uses Automated Ethereum Smart Contract,Calculating and searching 500 billion digits of Pi
2.35969E+18,Apple rehires former senior iOS engineer turned Flipboard co-founder for health software,BIG BRAND REDEMPTION | New free Trend Briefing from TrendWatching,Ordering coffee in Italy: the 10 commandments,Today in Apple history: Happy birthday Steve Wozniak,"contentId
-5808672937983623398    How Netflix does A/B testing - InVision Blog
-5808672937983623398    How Netflix does A/B testing - InVision Blog
Name: title, dtype: object","contentId
2847365042071859088    IBM now uses more Macs than any other company ...
2847365042071859088    IBM now uses more Macs than any other company ...
Name: title, dtype: object"
2.3625E+18,How Do Top Android Developers QA Test Their Apps?,State of the Digital Nation 2016,The Lifecycle of a Pod,Kubernetes 1.3 on tap for Google Container Engine,Visa inaugura Co-Creation Center em São Paulo,The Joel Test: 12 Steps to Better Code
2.37244E+18,The Continuous Delivery Maturity Model,How Etsy Does Continuous Integration for Mobile Apps,"DevOps security requires new mindset and tools for visibility, automation",DevOps requer profundas mudanças operacionais que o CIO precisa promover - CIO,Using Honcho to Create a Multi-Process Docker Container,Mapping the Global NeoBank Landscape - Techfoliance
2.37595E+18,Mapa mental: a chave para organizar seus projetos!,5 motivos para não escrever 5 motivos,Google Calendar's newest feature uses machine learning to help you actually accomplish your goals,Como ser menos ocupado em um mundo ocupado,Siga o líder,WhatsApp começa a criptografar mensagens | Tecnoblog
2.37946E+18,[Canais Digitais] Banco Agiplan lança app que elimina intermediários ou pagamento de taxas - E-Commerce News,Correntistas podem renegociar dívidas com o banco pela internet,Sony Smart Tennis Sensor for Tennis Rackets,[Free Course] Running Valuable Design Sprints - University of Virginia | Coursera,[Course] Gamification - University of Pennsylvania | Coursera,Presenting to the Boss(es) | Pluralsight
2.38493E+18,Google HR chief Laszlo Bock leaving to launch startup,How to Create a Unified Culture in a Company With Multiple Offices,Study Shows Women and Minorities Are Punished for Speaking Up About Workplace Diversity,Building A Better Workforce: 5 Talent Trends Worth Watching,Globant Acquires L4 to Strengthen its Lead Position in the Digital Services Space,Man accidentally deletes his entire company with one line of bad code
2.3881E+18,"Open Source Won. So, Now What?",3. The case for Drupal and SaaS,1. Why ecommerce matters,"Acquia Releases Lightning for Drupal 8, Enabling Fast Starts for Digital Experience Deployments [July 19, 2016]","contentId
3399073250354435892    Introducing the Workspace Preview System | Acq...
3399073250354435892    Introducing the Workspace Preview System | Acq...
Name: title, dtype: object","Filtering and formatting fun with gcloud, GCP's command line interface"
2.39397E+18,"Chrome 52 Beta: CSS containment, simpler performance measurement, streamable responses from service workers, and more options for web push",Anaqueen Skywalker: um mashup de Star Wars com Bohemian Rhapsody,Infrequently Noted,"Inbox by Gmail now helps you track calendar events, save links and stay on top of newsletters",Chrome extension brings Medium's best feature to the whole Web,How Neuroscientists Explain the Mind-Clearing Magic of Running
2.39485E+18,MVP = aprendizado inteligente,"Filtering and formatting fun with gcloud, GCP's command line interface",Measuring the Benefits of Software Reuse,1. Why ecommerce matters,"contentId
3399073250354435892    Introducing the Workspace Preview System | Acq...
3399073250354435892    Introducing the Workspace Preview System | Acq...
Name: title, dtype: object",3. The case for Drupal and SaaS
2.39923E+18,The Competitive Landscape for Machine Intelligence,"contentId
365571143597993923    Power to the People: How One Unknown Group of ...
365571143597993923    Power to the People: How One Unknown Group of ...
Name: title, dtype: object",How Pinterest Uses Machine Learning To Keep Its Users Pinned,39 studies about human perception in 30 minutes,"contentId
8219310215587599928    Fooling The Machine
8219310215587599928    Fooling The Machine
Name: title, dtype: object",What Bazaars Can Teach Us About Digital Marketplaces
2.40569E+18,Thorium,Alphabet testará drones de entrega nos Estados Unidos,9 Rules of Open-Office Etiquette,This is the flying chainsaw drone you knew was coming,"Largest botnet attack in history peaks at over 1 terabits per second, aided by Internet of Things",USB-C and Lightning headphones
2.41553E+18,Hintjens.com,Espressif Releases ESP8266-Killer!,Peter Doig sued for disavowing 40-year-old painting,NES Classic Edition Coming This November,Aligning text smartly in CSS,"PostgreSQL Bloat: origins, monitoring and managing"
