contentId,recommended_contentIds
4865901874365409673,"[np.int64(3440451510720294447), np.int64(4235212484048164433), np.int64(6198232071580299480), np.int64(-4386371945374980231), np.int64(-7384231993217222764)]"
539980615899429566,"[np.int64(8779890754987103603), np.int64(679005777543560737), np.int64(-4386371945374980231), np.int64(3751305746867503759), np.int64(4815632823882298534)]"
-8531951303518498324,"[np.int64(-8968101771604200516), np.int64(231281690254211527), np.int64(123378787151399958), np.int64(4313871021753084020), np.int64(6044362651232258738)]"
-2211174111335280246,"[np.int64(6201946560186605500), np.int64(2229625391864201918), np.int64(6615662748793536194), np.int64(-7805090055463938263), np.int64(123378787151399958)]"
2551517430254715046,"[np.int64(-8189315446782327370), np.int64(3980405883168341377), np.int64(-799315203186826480), np.int64(-2548446404469756145), np.int64(3149164017776669829)]"
4597139024287190193,"[np.int64(-6308850935767965758), np.int64(372648779227126668), np.int64(1184320069221244535), np.int64(1981046186743381313), np.int64(3394403706511230595)]"
1283472251609674486,"[np.int64(6615662748793536194), np.int64(123378787151399958), np.int64(4815632823882298534), np.int64(-5082274522455747241), np.int64(-5843518165523212471)]"
-1734960446580993454,"[np.int64(6678691743269420670), np.int64(-9128652074338368262), np.int64(5250363310227021277), np.int64(-7126520323752764957), np.int64(3564394485543941353)]"
5350829677696205474,"[np.int64(1433393829724383645), np.int64(966067567430037498), np.int64(-7033990154815318757), np.int64(3035329611795434601), np.int64(4575580212020245658)]"
-70211258489242437,"[np.int64(6341647533150019811), np.int64(4161491675236615151), np.int64(5779887740609126631), np.int64(231281690254211527), np.int64(1019706997674210703)]"
2608740049979127115,"[np.int64(174707786647990372), np.int64(1356221992133852808), np.int64(-8369610219380465981), np.int64(-78422372027822130), np.int64(4259370161044254504)]"
2051327203770554158,"[np.int64(-1763986443823721481), np.int64(-4487024160266973763), np.int64(-6772940823843058601), np.int64(-8591127493017117985), np.int64(1117455951802655890)]"
-548976469460064550,"[np.int64(-1564468014116140117), np.int64(8259682769688682084), np.int64(5410293063635507608), np.int64(6743199836219189414), np.int64(-8704908797766843570)]"
-1596335233529956315,"[np.int64(-8259953995965151136), np.int64(6006800146436649545), np.int64(8963770574956550187), np.int64(-5086435085468197402), np.int64(3598164602856140626)]"
-7553931975579248065,"[np.int64(1115750778137998115), np.int64(-3699283667575074041), np.int64(-5082274522455747241), np.int64(484986956330644320), np.int64(-8146108036639482450)]"
123378787151399958,"[np.int64(5779887740609126631), np.int64(4313871021753084020), np.int64(-5082274522455747241), np.int64(1115750778137998115), np.int64(6341647533150019811)]"
7459643459148487877,"[np.int64(3751305746867503759), np.int64(-5043294260151549400), np.int64(4717008760225392411), np.int64(123378787151399958), np.int64(-6761163882540291832)]"
5533752987392101383,"[np.int64(5930806521893160184), np.int64(-3060116862184714437), np.int64(9060231864899459154), np.int64(3273084325487543386), np.int64(-8187220755213888616)]"
-1564468014116140117,"[np.int64(8259682769688682084), np.int64(5410293063635507608), np.int64(6743199836219189414), np.int64(-8704908797766843570), np.int64(2788367348502337122)]"
4106497696154898573,"[np.int64(4106497696154898573), np.int64(127799031949294618), np.int64(8947914348334479785), np.int64(4579557799493615039), np.int64(8416004328454490172)]"
4106497696154898573,"[np.int64(4106497696154898573), np.int64(127799031949294618), np.int64(8947914348334479785), np.int64(4579557799493615039), np.int64(8416004328454490172)]"
-3619568065513202846,"[np.int64(-3488100191290830083), np.int64(-321691855821364131), np.int64(-2309481887656981309), np.int64(-2309481887656981309), np.int64(-5843518165523212471)]"
-6783772548752091658,"[np.int64(-7009536306337650657), np.int64(372531153711028286), np.int64(-8254222281357012124), np.int64(4313871021753084020), np.int64(1577045425286888616)]"
5141088074002391058,"[np.int64(123378787151399958), np.int64(-8254222281357012124), np.int64(4161491675236615151), np.int64(-6970201660508635241), np.int64(5779887740609126631)]"
2633033854118851671,"[np.int64(-5082274522455747241), np.int64(123378787151399958), np.int64(-8968101771604200516), np.int64(4313871021753084020), np.int64(1115750778137998115)]"
8622597251681699865,"[np.int64(-4386371945374980231), np.int64(2051327203770554158), np.int64(1117455951802655890), np.int64(-6772940823843058601), np.int64(-8947720860550700506)]"
8297658253225035519,"[np.int64(-8909927294729358771), np.int64(-9153494109165200346), np.int64(-9153494109165200346), np.int64(-7492067511846042603), np.int64(-8762137947059829459)]"
6492104262016302259,"[np.int64(-5082274522455747241), np.int64(-6859363289291329827), np.int64(-4358357193736101128), np.int64(123378787151399958), np.int64(1115750778137998115)]"
3779434447835779494,"[np.int64(-6859363289291329827), np.int64(4546206336477094824), np.int64(2229625391864201918), np.int64(-6761163882540291832), np.int64(751528815916485437)]"
-7891293130731329672,"[np.int64(-3716447017462787559), np.int64(-1557920564469956829), np.int64(-2405892683303291957), np.int64(-6359164149051198083), np.int64(-4278025512576376201)]"
-4718837078135183000,"[np.int64(-958925381525830552), np.int64(4579392053042969226), np.int64(-3248233692182971167), np.int64(2607211459879791691), np.int64(-4754223659064624252)]"
-4770861947600256785,"[np.int64(5395868751435718725), np.int64(-4126288159365354498), np.int64(-6348943063155744346), np.int64(5834671664627894569), np.int64(-2890958311805113955)]"
4303142677581479651,"[np.int64(4579557799493615039), np.int64(127799031949294618), np.int64(4981361987119307017), np.int64(216869981229779312), np.int64(4675505028897335428)]"
-5527182266336855540,"[np.int64(9136323715291453594), np.int64(5162508842577612756), np.int64(8814787788150050622), np.int64(8801106199759296338), np.int64(-3790313320969344469)]"
-8369610219380465981,"[np.int64(1356221992133852808), np.int64(2608740049979127115), np.int64(5658615529969625284), np.int64(174707786647990372), np.int64(-5078536505040226358)]"
-6076367233589223323,"[np.int64(-7492067511846042603), np.int64(-4084394822880420062), np.int64(-8689798332822398451), np.int64(511891900317865118), np.int64(-2855218766021441159)]"
-7627738093477170171,"[np.int64(1115750778137998115), np.int64(-8968101771604200516), np.int64(2639926854188906104), np.int64(-7009536306337650657), np.int64(-8254222281357012124)]"
2480569770059008227,"[np.int64(8712996026808754180), np.int64(623421554979899217), np.int64(8042182000167325833), np.int64(1908114740148100507), np.int64(4780818054552370624)]"
-5491334714953807444,"[np.int64(5036201777135800491), np.int64(-1124738136890721085), np.int64(-7387185690512762935), np.int64(2607211459879791691), np.int64(-4145260601063545880)]"
6304895356046683527,"[np.int64(1328618437884612347), np.int64(4877833951599818487), np.int64(5211673327552264703), np.int64(1128840733277618400), np.int64(-7165716941095296287)]"
7734121175534200554,"[np.int64(4634963407423735625), np.int64(-8968101771604200516), np.int64(2259988589066296676), np.int64(4313871021753084020), np.int64(-3699283667575074041)]"
2639926854188906104,"[np.int64(1115750778137998115), np.int64(-8968101771604200516), np.int64(8869575677747285539), np.int64(123378787151399958), np.int64(-5691384416070374740)]"
4259370161044254504,"[np.int64(1106203543388094548), np.int64(-7165716941095296287), np.int64(3035329611795434601), np.int64(8028897172674067530), np.int64(-6642751159620064055)]"
6504364365389213533,"[np.int64(-2962461122453899874), np.int64(-7666273193533605701), np.int64(-5403733687257676872), np.int64(-7009536306337650657), np.int64(-2323511129839590090)]"
-6192579321116251081,"[np.int64(1567984561327445971), np.int64(-2358756719610361882), np.int64(4105873627900556540), np.int64(-360529647164834348), np.int64(-2323511129839590090)]"
-1006791494035379303,"[np.int64(3750772607644674028), np.int64(-8520302351158933500), np.int64(8298709454703868984), np.int64(-8939172344092554931), np.int64(-3820497466351868775)]"
2122245305662000853,"[np.int64(6165641386379495559), np.int64(-7442296890640709658), np.int64(3980405883168341377), np.int64(-6940659689413147290), np.int64(-799315203186826480)]"
-2306981937763401455,"[np.int64(-1101832997669013246), np.int64(-4487024160266973763), np.int64(-3875881534863988868), np.int64(1117455951802655890), np.int64(-6772940823843058601)]"
-2059465483219605309,"[np.int64(-6369211973034956889), np.int64(-5570129644089964821), np.int64(-538948733779286129), np.int64(4563606877148407012), np.int64(8710192305140953186)]"
8494390949377713372,"[np.int64(-205193648629294862), np.int64(-7002558676365724983), np.int64(7516228655554309785), np.int64(2072448887839540892), np.int64(2727743992157210358)]"
-4291244850221551577,"[np.int64(6778168087818060600), np.int64(-8353590933060505654), np.int64(3564394485543941353), np.int64(8637400873589298078), np.int64(-2547386150711652030)]"
5847540986736720765,"[np.int64(2870099478920706993), np.int64(-5843518165523212471), np.int64(-4386371945374980231), np.int64(1012456848389051365), np.int64(123378787151399958)]"
-8257579276626076787,"[np.int64(215332765550420709), np.int64(-4562218760600603086), np.int64(5937899505996968869), np.int64(2633209697262372913), np.int64(-5238066650780855302)]"
-2929967869758467182,"[np.int64(7286613907013366088), np.int64(-6558712014192834002), np.int64(-2329480295839698254), np.int64(-8819557474068526071), np.int64(7581009799961380333)]"
4831903061865014867,"[np.int64(-5850390492300666299), np.int64(3382795524953511662), np.int64(1403599387299754918), np.int64(6075137928366965854), np.int64(374674704202038318)]"
-1868592694876567759,"[np.int64(-2329480295839698254), np.int64(-6566175321434139682), np.int64(4320282974712265321), np.int64(-6566328419164841526), np.int64(-5881946480525580860)]"
-823697973575832204,"[np.int64(1537717759622831344), np.int64(1805849336099641652), np.int64(-9033211547111606164), np.int64(2271592336048425450), np.int64(-7777013191403056825)]"
6237714845306489877,"[np.int64(-2990485643677949494), np.int64(-2990485643677949494), np.int64(-2990485643677949494), np.int64(7078276984547732873), np.int64(7078276984547732873)]"
7467940062038388159,"[np.int64(6377566860234930618), np.int64(-5238066650780855302), np.int64(-6742146164569753679), np.int64(7424795099560672335), np.int64(-6467708104873171151)]"
-4434534460030275781,"[np.int64(-8962700386317589038), np.int64(738761744030347929), np.int64(8080671570570146356), np.int64(7933362470375280252), np.int64(-969155230116728853)]"
-3700095596785790870,"[np.int64(1933229167501870037), np.int64(1487738553913510703), np.int64(-5405021817466310759), np.int64(-1590585250246572231), np.int64(511891900317865118)]"
8381798621267347902,"[np.int64(8381798621267347902), np.int64(9208127165664287660), np.int64(444378495316508239), np.int64(2220561310072186802), np.int64(638282658987724754)]"
8381798621267347902,"[np.int64(8381798621267347902), np.int64(9208127165664287660), np.int64(444378495316508239), np.int64(2220561310072186802), np.int64(638282658987724754)]"
9208127165664287660,"[np.int64(8381798621267347902), np.int64(8381798621267347902), np.int64(2220561310072186802), np.int64(444378495316508239), np.int64(638282658987724754)]"
8378863480597222815,"[np.int64(-3410781775610270991), np.int64(4306804750094230211), np.int64(216869981229779312), np.int64(-9073210245497295284), np.int64(-3555513869558669392)]"
5870088709232734362,"[np.int64(-5458316826145145813), np.int64(2255878226385826814), np.int64(3999205546352981758), np.int64(8265190708606665292), np.int64(-7033990154815318757)]"
-5086435085468197402,"[np.int64(-8259953995965151136), np.int64(-1596335233529956315), np.int64(30461094217357731), np.int64(6006800146436649545), np.int64(8963770574956550187)]"
-860751600992244121,"[np.int64(751528815916485437), np.int64(123378787151399958), np.int64(-6859363289291329827), np.int64(-8968101771604200516), np.int64(-2587745393898245957)]"
8974280745225397183,"[np.int64(1106203543388094548), np.int64(-2855910583928922225), np.int64(1805849336099641652), np.int64(-2176468683077766369), np.int64(511891900317865118)]"
-7195227263752331646,"[np.int64(6341647533150019811), np.int64(5779887740609126631), np.int64(123378787151399958), np.int64(-8254222281357012124), np.int64(-5082274522455747241)]"
8541347773340490171,"[np.int64(-170687954910264210), np.int64(2617330491231854367), np.int64(-9157338616628196758), np.int64(-4386371945374980231), np.int64(-2167839778474325326)]"
3582716808949240433,"[np.int64(-8722526817358894474), np.int64(-6324550271415246022), np.int64(7004101889471761341), np.int64(833256912680066502), np.int64(7400247075626691905)]"
1567984561327445971,"[np.int64(-2358756719610361882), np.int64(-2386148284399181873), np.int64(-6192579321116251081), np.int64(-7423191370472335463), np.int64(-5571606607344218289)]"
-1763986443823721481,"[np.int64(2051327203770554158), np.int64(6162786478796754684), np.int64(-3102446808559723934), np.int64(4757923412035174662), np.int64(-1383778823073811714)]"
-559964548932224920,"[np.int64(-78422372027822130), np.int64(123378787151399958), np.int64(-8651474460024926245), np.int64(4815632823882298534), np.int64(-5082274522455747241)]"
8089766674179723607,"[np.int64(-6872546942144599345), np.int64(-4070929606295451361), np.int64(6892866957050839435), np.int64(8947914348334479785), np.int64(-519908173368613957)]"
7609069906483592026,"[np.int64(-8258529658421542282), np.int64(8339561640071198727), np.int64(2022869473280418522), np.int64(2495913984359439198), np.int64(8342423402350940832)]"
-2447632164766022033,"[np.int64(123378787151399958), np.int64(-5082274522455747241), np.int64(1115750778137998115), np.int64(-8968101771604200516), np.int64(4313871021753084020)]"
91241469839881699,"[np.int64(-7350631483047993309), np.int64(5847540986736720765), np.int64(484986956330644320), np.int64(-7508055250504867652), np.int64(-2323511129839590090)]"
9121100366909552616,"[np.int64(-2167839778474325326), np.int64(-8343581376353287618), np.int64(1012456848389051365), np.int64(484986956330644320), np.int64(7883212773611521498)]"
-3095494965842381869,"[np.int64(7516228655554309785), np.int64(-205193648629294862), np.int64(2727743992157210358), np.int64(5929055844564382383), np.int64(-7002558676365724983)]"
-5386512752101672374,"[np.int64(-7527881206365368), np.int64(-3405516291669853723), np.int64(1577045425286888616), np.int64(2719909253419802298), np.int64(-7009536306337650657)]"
-6126634320182965455,"[np.int64(1577045425286888616), np.int64(-7009536306337650657), np.int64(123378787151399958), np.int64(-7726397374158219907), np.int64(8355302955998803709)]"
8224860111193157980,"[np.int64(5779887740609126631), np.int64(6044362651232258738), np.int64(6341647533150019811), np.int64(4161491675236615151), np.int64(123378787151399958)]"
-7078081008943106850,"[np.int64(-4358357193736101128), np.int64(5779887740609126631), np.int64(5545306236636747547), np.int64(6341647533150019811), np.int64(-5082274522455747241)]"
897043351348716074,"[np.int64(123378787151399958), np.int64(4313871021753084020), np.int64(231281690254211527), np.int64(-5082274522455747241), np.int64(-78422372027822130)]"
-145625979744144572,"[np.int64(-8722526817358894474), np.int64(7004101889471761341), np.int64(833256912680066502), np.int64(-6324550271415246022), np.int64(3582716808949240433)]"
623421554979899217,"[np.int64(8712996026808754180), np.int64(8042182000167325833), np.int64(4780818054552370624), np.int64(2480569770059008227), np.int64(6807042796917367736)]"
7616472242818646827,"[np.int64(-7342604649736473979), np.int64(2788367348502337122), np.int64(-8704908797766843570), np.int64(4247196691613374764), np.int64(8259682769688682084)]"
5162508842577612756,"[np.int64(9136323715291453594), np.int64(-5527182266336855540), np.int64(-3886927790136130174), np.int64(-6727393385193911938), np.int64(8801106199759296338)]"
-5618100784509704440,"[np.int64(4904775878165401439), np.int64(6195056361889291497), np.int64(-1124738136890721085), np.int64(8402348887626635381), np.int64(215332765550420709)]"
-5848514031542611523,"[np.int64(764116021156146784), np.int64(400125073514833994), np.int64(6463551093741815202), np.int64(-96719740408441346), np.int64(1990052153136096105)]"
5589042240234624581,"[np.int64(-1453783314552286835), np.int64(-89955207814154444), np.int64(-4309525417316029305), np.int64(3720742491238027703), np.int64(4338940510328721138)]"
-2423593292146522678,"[np.int64(8968837261991914049), np.int64(-8311338126170554747), np.int64(-1403735753867098241), np.int64(-2778760500673113802), np.int64(4785499183287168509)]"
-1801367878403179328,"[np.int64(-4386371945374980231), np.int64(-6761163882540291832), np.int64(2215773447123360543), np.int64(1012456848389051365), np.int64(-2167839778474325326)]"
4105873627900556540,"[np.int64(-1297580205670251233), np.int64(-8043889175123948305), np.int64(-6192579321116251081), np.int64(1567984561327445971), np.int64(-5037827401452845772)]"
-6518848947517153700,"[np.int64(-6940659689413147290), np.int64(5312357518363318341), np.int64(5745373608367143062), np.int64(-2430153190648595765), np.int64(-799315203186826480)]"
6527704900182256036,"[np.int64(-360529647164834348), np.int64(-7009536306337650657), np.int64(-2447632164766022033), np.int64(374352050712569304), np.int64(-5037827401452845772)]"
4706890430832287959,"[np.int64(3578170066555585515), np.int64(5410603488837817052), np.int64(-1418355038507506357), np.int64(4463025528374352465), np.int64(6222001809679591440)]"
-4550355627706401135,"[np.int64(-8658069499367979499), np.int64(-9128741757954228992), np.int64(-8947720860550700506), np.int64(-6940923725353716164), np.int64(-7448252416950961815)]"
8074780316213343498,"[np.int64(6943483335823457240), np.int64(-1068603220639552685), np.int64(8254285966695461849), np.int64(-5843518165523212471), np.int64(409265364477466508)]"
5314107418764884230,"[np.int64(4911701623098526999), np.int64(216869981229779312), np.int64(6678691743269420670), np.int64(638282658987724754), np.int64(8339561640071198727)]"
8749720044741011597,"[np.int64(5779887740609126631), np.int64(3367026768872537336), np.int64(6341647533150019811), np.int64(4161491675236615151), np.int64(8869575677747285539)]"
-817129654810180675,"[np.int64(-8254222281357012124), np.int64(231281690254211527), np.int64(4313871021753084020), np.int64(4161491675236615151), np.int64(-3015446245469915661)]"
2156244701966673186,"[np.int64(4169374063813159761), np.int64(4169374063813159761), np.int64(-8254222281357012124), np.int64(123378787151399958), np.int64(-2587745393898245957)]"
5473340184873040894,"[np.int64(484986956330644320), np.int64(-7009536306337650657), np.int64(-2323511129839590090), np.int64(8020104407235635818), np.int64(-2405892683303291957)]"
1005751836898964351,"[np.int64(2639926854188906104), np.int64(8869575677747285539), np.int64(6369367631770966886), np.int64(123378787151399958), np.int64(4313871021753084020)]"
-7726397374158219907,"[np.int64(123378787151399958), np.int64(4313871021753084020), np.int64(4815632823882298534), np.int64(-5082274522455747241), np.int64(-7009536306337650657)]"
6541551984368289722,"[np.int64(-8968101771604200516), np.int64(2639926854188906104), np.int64(-8254222281357012124), np.int64(1115750778137998115), np.int64(123378787151399958)]"
6341647533150019811,"[np.int64(5779887740609126631), np.int64(4161491675236615151), np.int64(123378787151399958), np.int64(6044362651232258738), np.int64(-2697906762425596568)]"
-8208801367848627943,"[np.int64(4981361987119307017), np.int64(1920899299418335515), np.int64(9217155070834564627), np.int64(8596997246990922861), np.int64(3149164017776669829)]"
-360529647164834348,"[np.int64(5779887740609126631), np.int64(123378787151399958), np.int64(-5082274522455747241), np.int64(6341647533150019811), np.int64(-5037827401452845772)]"
1181735998104559604,"[np.int64(-6397413461412629080), np.int64(-5920475612630001479), np.int64(-2097075598039554565), np.int64(-5676280017759875198), np.int64(8115033558441775155)]"
-3780822597455574960,"[np.int64(-5363263367015469934), np.int64(6638782839540370044), np.int64(8049667463017473012), np.int64(3091351089612339864), np.int64(3205047378909988692)]"
-986027724303592548,"[np.int64(3989649621607163677), np.int64(7631327570702153011), np.int64(764116021156146784), np.int64(1118048247334038458), np.int64(-6858665134018491791)]"
7217636150008996485,"[np.int64(-8968101771604200516), np.int64(-2167839778474325326), np.int64(374352050712569304), np.int64(-8254222281357012124), np.int64(4546206336477094824)]"
7251252752220327534,"[np.int64(7251252752220327534), np.int64(1881534532776527237), np.int64(764116021156146784), np.int64(1990052153136096105), np.int64(1592600391233958243)]"
7251252752220327534,"[np.int64(7251252752220327534), np.int64(1881534532776527237), np.int64(764116021156146784), np.int64(1990052153136096105), np.int64(1592600391233958243)]"
1881534532776527237,"[np.int64(7251252752220327534), np.int64(1881534532776527237), np.int64(764116021156146784), np.int64(1990052153136096105), np.int64(1592600391233958243)]"
8119274153437896343,"[np.int64(-2167839778474325326), np.int64(7217636150008996485), np.int64(-7009536306337650657), np.int64(-6859363289291329827), np.int64(8020104407235635818)]"
-8018192200278263695,"[np.int64(6016376495317032228), np.int64(1012456848389051365), np.int64(-4386371945374980231), np.int64(1158279435862414346), np.int64(2870099478920706993)]"
-3324787160651928845,"[np.int64(-6761163882540291832), np.int64(484986956330644320), np.int64(-2405892683303291957), np.int64(1012456848389051365), np.int64(5473340184873040894)]"
-6598777110696521045,"[np.int64(6797033574746412211), np.int64(9026402401132606773), np.int64(-7555896091148631419), np.int64(8527071648070448758), np.int64(6620060201676471218)]"
6797033574746412211,"[np.int64(-6598777110696521045), np.int64(9026402401132606773), np.int64(-7555896091148631419), np.int64(8527071648070448758), np.int64(6620060201676471218)]"
4345055131254210605,"[np.int64(5533752987392101383), np.int64(5930806521893160184), np.int64(-659411840002799494), np.int64(-292870452169977398), np.int64(4774970687540378081)]"
2375950438753851487,"[np.int64(-7009536306337650657), np.int64(5779887740609126631), np.int64(-2697906762425596568), np.int64(1115750778137998115), np.int64(123378787151399958)]"
5062670850994683718,"[np.int64(6524157088939139948), np.int64(1805789466376069146), np.int64(5619251370090681244), np.int64(3706563147339457456), np.int64(-2081760549863309770)]"
8898031730873390440,"[np.int64(-1683903891018782242), np.int64(5558603035498264655), np.int64(-2860224288374811338), np.int64(4164212115654350513), np.int64(5313335392004163852)]"
5558603035498264655,"[np.int64(1964631817676172382), np.int64(-3059841990815099417), np.int64(3706563147339457456), np.int64(-1762456938647577126), np.int64(5619251370090681244)]"
-3059841990815099417,"[np.int64(5558603035498264655), np.int64(3706563147339457456), np.int64(1549650080907932816), np.int64(5619251370090681244), np.int64(-8193923078932592165)]"
-1683903891018782242,"[np.int64(-8193923078932592165), np.int64(3706563147339457456), np.int64(8898031730873390440), np.int64(-8480712303720557641), np.int64(5313335392004163852)]"
-8193923078932592165,"[np.int64(3706563147339457456), np.int64(-1683903891018782242), np.int64(-3059841990815099417), np.int64(5558603035498264655), np.int64(9056727675613132316)]"
-4458371007893120981,"[np.int64(-2860224288374811338), np.int64(-3110580810771259448), np.int64(-6872546942144599345), np.int64(2025471325746532174), np.int64(3706563147339457456)]"
-8968101771604200516,"[np.int64(231281690254211527), np.int64(2639926854188906104), np.int64(1115750778137998115), np.int64(4313871021753084020), np.int64(-5082274522455747241)]"
-7033990154815318757,"[np.int64(5350829677696205474), np.int64(3035329611795434601), np.int64(4575580212020245658), np.int64(1433393829724383645), np.int64(3149164017776669829)]"
4695698299220703541,"[np.int64(8886002764685330098), np.int64(-4921088466135297415), np.int64(-14569272361926584), np.int64(1106203543388094548), np.int64(-7492067511846042603)]"
381577463519666187,"[np.int64(6437568358552101410), np.int64(4419562057180692966), np.int64(-5410531116380081703), np.int64(7851022564818849560), np.int64(3375733407275108717)]"
6943483335823457240,"[np.int64(8074780316213343498), np.int64(8254285966695461849), np.int64(-908052164352446106), np.int64(-1463025432902754108), np.int64(409265364477466508)]"
-1068603220639552685,"[np.int64(8074780316213343498), np.int64(-1463025432902754108), np.int64(-6644783190271298310), np.int64(409265364477466508), np.int64(4918358495761748770)]"
-4086521633840243549,"[np.int64(3460026829794173084), np.int64(1556878199027930272), np.int64(-8254222281357012124), np.int64(-5843518165523212471), np.int64(4815632823882298534)]"
2244894675266276573,"[np.int64(-5850390492300666299), np.int64(-7646922141533719881), np.int64(-4831310174172854034), np.int64(-5283009029345397378), np.int64(4372031182493802582)]"
980458131533897249,"[np.int64(5847042211895226591), np.int64(8836508987743809103), np.int64(4702453495211185350), np.int64(7508152369854945139), np.int64(-8992201526199201450)]"
5934557073194045393,"[np.int64(8596997246990922861), np.int64(1805849336099641652), np.int64(4877833951599818487), np.int64(1929674614667189969), np.int64(-3697359635590244386)]"
-2237790708081130271,"[np.int64(2468005329717107277), np.int64(-5808672937983623398), np.int64(-5808672937983623398), np.int64(-1556169727291354289), np.int64(-2041630887686751489)]"
6519443272707698315,"[np.int64(-21036008762564671), np.int64(8926889915100214784), np.int64(-4765711818183276269), np.int64(-44082375822273498), np.int64(834896074125772354)]"
-339230353302835829,"[np.int64(3548262914600772288), np.int64(-8635809464649679621), np.int64(5779887740609126631), np.int64(-8968101771604200516), np.int64(123378787151399958)]"
-5434287697440336767,"[np.int64(-1901742495252324928), np.int64(-8723568727518869245), np.int64(5311977399951270341), np.int64(-7681408188643141872), np.int64(-4049108709890217048)]"
-8723568727518869245,"[np.int64(-5434287697440336767), np.int64(5745373608367143062), np.int64(-9103776596534246502), np.int64(1586004000405879970), np.int64(3884256359744615997)]"
1436883058900979473,"[np.int64(-3718969219417182449), np.int64(-5458316826145145813), np.int64(2255878226385826814), np.int64(-7002558676365724983), np.int64(-8194774279664546436)]"
3321223121670148312,"[np.int64(-6875247493073242590), np.int64(4333668738649701866), np.int64(3727587882617538492), np.int64(7933360486658437274), np.int64(-667193404227875686)]"
2581138407738454418,"[np.int64(1106203543388094548), np.int64(-6642751159620064055), np.int64(7985545205318799060), np.int64(1674373276159762025), np.int64(-5850390492300666299)]"
-8254222281357012124,"[np.int64(4161491675236615151), np.int64(123378787151399958), np.int64(1496653703915349161), np.int64(6044362651232258738), np.int64(6341647533150019811)]"
-7564569805639737618,"[np.int64(3616722904601574426), np.int64(-88303961787201909), np.int64(-4475938295812802739), np.int64(-3405516291669853723), np.int64(6230272013326185698)]"
2708089973817733462,"[np.int64(8620166073102656574), np.int64(-8511291357261863413), np.int64(-3363563881552061188), np.int64(1532206435917316688), np.int64(-78667914647336721)]"
6186282670048283099,"[np.int64(6102826385978742696), np.int64(-4944551138301474550), np.int64(-8502883448980287228), np.int64(4644672909721737325), np.int64(-5850390492300666299)]"
-6732229745645090645,"[np.int64(6317717254029043123), np.int64(127799031949294618), np.int64(4579557799493615039), np.int64(4675505028897335428), np.int64(-5573840044320724169)]"
-1111518890369033396,"[np.int64(-5204755921272353160), np.int64(-2752345899464432864), np.int64(2271592336048425450), np.int64(3035329611795434601), np.int64(-89955207814154444)]"
5441077925667941052,"[np.int64(-7627277742224639768), np.int64(2709926970543371965), np.int64(7932334249452694632), np.int64(-8381230866408697127), np.int64(-3405516291669853723)]"
5293701842202310496,"[np.int64(-746073086109727488), np.int64(-7990179956144740367), np.int64(1981046186743381313), np.int64(7421641564256558176), np.int64(-1606909838151129701)]"
5384282624557636856,"[np.int64(8428597553954921991), np.int64(-6778286518036232293), np.int64(2736373711035411385), np.int64(4751741894255718069), np.int64(-541666025693385823)]"
1286494666178127087,"[np.int64(5163772683749067995), np.int64(8596997246990922861), np.int64(-8068727428160395745), np.int64(54678605145828343), np.int64(-7033990154815318757)]"
-3102652803014865472,"[np.int64(-4386371945374980231), np.int64(-5843518165523212471), np.int64(-3302834510061927448), np.int64(123378787151399958), np.int64(4396754138692995627)]"
-33740349536513960,"[np.int64(-6347212504547574224), np.int64(4904775878165401439), np.int64(6195056361889291497), np.int64(-2548446404469756145), np.int64(-8819557474068526071)]"
8215778202715904841,"[np.int64(2695065703077082407), np.int64(3407455496422791860), np.int64(5533752987392101383), np.int64(-1691850508443380568), np.int64(9217155070834564627)]"
7446166231252589534,"[np.int64(4125609302375934769), np.int64(-3387888707667201720), np.int64(2541499697677936774), np.int64(-3739000323288188282), np.int64(-5361115220834660562)]"
-1501277643953505671,"[np.int64(-7492067511846042603), np.int64(511891900317865118), np.int64(-8762137947059829459), np.int64(1487738553913510703), np.int64(2858969450431709251)]"
8947914348334479785,"[np.int64(1805849336099641652), np.int64(1318981494172475806), np.int64(-6878119266243511199), np.int64(-6878119266243511199), np.int64(4625350031392752392)]"
-2114113759134837010,"[np.int64(-5500597021296520708), np.int64(2573252627510191315), np.int64(-7004749589391210034), np.int64(207910079054861295), np.int64(4625350031392752392)]"
4644672909721737325,"[np.int64(3779639438468810958), np.int64(5967886403500658324), np.int64(-5715266554592745669), np.int64(3296513714237850943), np.int64(5817939718364925129)]"
-908052164352446106,"[np.int64(-5088157426675091741), np.int64(409265364477466508), np.int64(-5255285107284514595), np.int64(-6463637573325658465), np.int64(8074780316213343498)]"
4151147085496712967,"[np.int64(4999440443052714243), np.int64(6565723369088595990), np.int64(-5313466754735123256), np.int64(3598164602856140626), np.int64(-945863510619496974)]"
-86767468210285959,"[np.int64(-3663415946827459961), np.int64(5779887740609126631), np.int64(6341647533150019811), np.int64(123378787151399958), np.int64(-5037827401452845772)]"
-3663415946827459961,"[np.int64(-86767468210285959), np.int64(-8968101771604200516), np.int64(6341647533150019811), np.int64(231281690254211527), np.int64(-5037827401452845772)]"
6987372590141903729,"[np.int64(5545306236636747547), np.int64(-2323511129839590090), np.int64(-1511619461666295654), np.int64(-8968101771604200516), np.int64(8020104407235635818)]"
-8942026248671582808,"[np.int64(-5829979886567267504), np.int64(-4218676349553328084), np.int64(-5179258585851879449), np.int64(2731915238980099593), np.int64(3328253785421705444)]"
